Orthogroup	GQIE.pep	HQIE.pep	PI18.pep	PI19.pep	PI20.pep	S001.pep	S027.pep	S054.pep	S057.pep	S076.pep	S092.pep	S098.pep	S126.pep	S181.pep	S184.pep	S185.pep	T2T.pep
OG0023708	1	1	1	2	1	1	1	1	1	1	0	1	1	0	0	0	1
OG0023709	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
OG0023710	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	1
OG0023711	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
OG0023712	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1
OG0023713	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
OG0023714	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1
OG0023715	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1
OG0023716	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1
OG0023717	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1
OG0023718	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1
OG0023719	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1
OG0023720	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
OG0023721	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0
OG0023722	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1
OG0023723	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1
OG0023724	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0
OG0023725	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0
OG0023726	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0
OG0023727	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1
OG0023728	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
OG0023729	1	1	0	1	1	1	1	1	1	1	1	2	1	0	1	0	0
OG0023730	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0
OG0023731	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1
OG0023732	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1
OG0023733	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1
OG0023734	1	1	0	1	1	1	1	1	1	0	1	1	1	1	0	1	1
OG0023735	1	0	0	1	2	1	1	0	1	1	1	0	1	1	1	1	1
OG0023736	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
OG0023737	1	1	0	0	1	1	2	1	4	0	1	1	0	1	0	0	0
OG0023738	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1
OG0023739	2	1	2	2	0	1	0	0	1	1	1	0	1	0	1	1	0
OG0023740	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1
OG0023741	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
OG0023742	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1
OG0023743	1	2	1	0	0	1	1	1	1	1	1	0	1	1	1	1	0
OG0023744	1	1	0	0	0	1	0	1	2	2	0	1	1	0	2	2	0
OG0023745	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
OG0023746	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1
OG0023747	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0
OG0023748	1	0	1	0	1	1	1	1	1	1	1	0	2	1	1	1	0
OG0023749	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
OG0023750	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
OG0023751	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
OG0023752	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0
OG0023753	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
OG0023754	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
OG0023755	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0
OG0023756	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
OG0023757	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
OG0023758	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1
OG0023759	1	2	1	0	0	0	2	0	0	0	1	0	2	2	0	3	0
OG0023760	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1
OG0023761	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0
OG0023762	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0
OG0023763	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	1
OG0023764	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1
OG0023765	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
OG0023766	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0
OG0023767	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
OG0023768	1	1	1	0	1	1	1	1	1	0	1	0	1	1	1	1	1
OG0023769	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1
OG0023770	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1
OG0023771	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0
OG0023772	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1
OG0023773	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
OG0023774	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
OG0023775	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1
OG0023776	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
OG0023777	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
OG0023778	1	2	0	1	1	1	1	1	1	1	1	0	0	0	1	1	1
OG0023779	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
OG0023780	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
OG0023781	1	2	1	0	1	1	1	0	1	0	1	1	0	1	2	0	1
OG0023782	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
OG0023783	1	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1
OG0023784	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0
OG0023785	1	2	2	1	1	1	0	0	1	1	0	1	1	1	0	0	1
OG0023786	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	0
OG0023787	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0
OG0023788	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1
OG0023789	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1
OG0023790	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1
OG0023791	3	0	1	1	0	0	2	0	0	1	2	0	2	1	0	1	0
OG0023792	1	2	1	3	1	0	2	0	0	0	0	0	1	0	1	0	2
OG0023793	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0
OG0023794	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0
OG0023795	1	1	0	1	2	0	2	1	2	1	1	0	0	0	1	1	0
OG0023796	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0
OG0023797	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1
OG0023798	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1
OG0023799	1	2	0	0	0	0	2	1	0	1	1	0	2	1	1	1	1
OG0023800	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0
OG0023801	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
OG0023802	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1
OG0023803	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1
OG0023804	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1
OG0023805	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
OG0023806	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
OG0023807	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1
OG0023808	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
OG0023809	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
OG0023810	1	2	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1
OG0023811	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0
OG0023812	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1
OG0023813	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
OG0023814	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1
OG0023815	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1
OG0023816	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
OG0023817	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1
OG0023818	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1
OG0023819	1	0	1	1	2	0	1	1	0	1	0	1	1	1	1	1	1
OG0023820	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
OG0023821	1	1	1	1	1	0	1	1	1	0	1	0	2	1	1	0	1
OG0023822	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1
OG0023823	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1
OG0023824	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	1
OG0023825	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	1	1
OG0023826	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	1	1
OG0023827	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0
OG0023828	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1	1
OG0023829	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0
OG0023830	1	1	0	0	0	1	1	1	1	1	1	2	1	0	1	1	1
OG0023831	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0
OG0023832	1	0	3	1	1	1	1	0	2	0	1	1	1	0	0	0	1
OG0023833	1	2	1	0	1	0	0	0	0	3	2	2	0	0	2	0	0
OG0023834	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
OG0023835	2	0	0	3	0	2	0	1	2	0	0	0	0	0	1	0	3
OG0023836	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0
OG0023837	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
OG0023838	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1
OG0023839	1	1	2	1	2	0	1	1	0	1	1	0	1	1	0	1	0
OG0023840	1	2	0	0	0	1	2	1	1	1	1	2	0	1	0	1	0
OG0023841	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1
OG0023842	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
OG0023843	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1
OG0023844	1	1	1	2	1	1	1	1	1	0	0	1	1	0	0	1	1
OG0023845	1	1	1	1	1	1	1	1	1	2	0	1	0	0	1	1	0
OG0023846	1	0	0	0	0	1	1	1	1	1	1	2	1	1	1	1	1
OG0023847	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0
OG0023848	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0
OG0023849	1	1	1	0	1	1	1	0	1	1	1	1	1	1	0	1	1
OG0023850	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
OG0023851	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1
OG0023852	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	0
OG0023853	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0
OG0023854	3	1	0	1	1	0	0	0	0	2	1	0	0	2	0	0	3
OG0023855	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
OG0023856	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0
OG0023857	1	1	0	1	2	1	1	1	1	2	1	0	1	0	0	0	1
OG0023858	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0
OG0023859	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0
OG0023860	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
OG0023861	1	2	0	0	1	1	1	2	1	1	0	0	1	1	1	1	0
OG0023862	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0
OG0023863	12	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
OG0023864	1	0	1	2	1	4	0	0	2	1	0	1	0	0	1	0	0
OG0023865	0	1	0	1	1	0	1	1	0	1	0	2	1	2	2	1	0
OG0023866	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0
OG0023867	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
OG0023868	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1
OG0023869	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0
OG0023870	0	1	1	1	0	1	1	1	1	1	2	1	1	0	1	1	0
OG0023871	0	5	0	1	0	0	2	1	0	3	0	0	0	1	0	1	0
OG0023872	0	1	0	0	0	0	1	2	1	1	1	2	2	1	1	1	0
OG0023873	0	1	0	0	0	0	2	2	0	0	2	0	2	3	1	1	0
OG0023874	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1
OG0023875	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
OG0023876	0	1	3	1	2	2	0	1	1	1	0	0	0	0	1	1	0
OG0023877	0	1	0	2	0	1	1	1	0	1	1	1	1	1	1	1	1
OG0023878	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1
OG0023879	0	1	1	0	2	1	1	1	1	1	0	0	1	1	1	0	2
OG0023880	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0
OG0023881	0	1	1	2	1	1	1	1	1	1	1	0	1	0	1	1	0
OG0023882	0	1	0	1	0	1	1	1	1	0	2	1	1	1	1	1	1
OG0023883	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0023884	0	2	1	0	3	0	0	1	1	1	1	0	2	1	1	0	0
OG0023885	0	3	0	1	0	1	1	1	1	1	1	0	1	1	1	1	0
OG0023886	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
OG0023887	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1
OG0023888	0	3	0	1	2	1	0	1	1	0	1	0	3	0	0	1	0
OG0023889	0	1	1	1	1	0	2	1	1	1	1	0	1	1	1	1	0
OG0023890	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0
OG0023891	0	1	0	1	1	1	0	0	1	1	1	4	1	0	0	1	1
OG0023892	0	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1
OG0023893	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1
OG0023894	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1
OG0023895	0	2	1	2	2	1	1	1	1	0	1	0	0	0	1	0	1
OG0023896	0	1	1	2	1	0	1	1	0	1	1	1	1	1	1	1	0
OG0023897	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0
OG0023898	0	2	0	0	0	0	2	1	0	0	1	5	1	0	1	1	0
OG0023899	0	1	0	0	0	1	1	1	1	1	1	2	1	1	1	1	1
OG0023900	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1
OG0023901	0	2	3	1	2	2	0	0	1	0	0	0	0	0	0	1	2
OG0023902	0	1	0	2	0	1	0	1	1	1	1	1	1	1	1	1	1
OG0023903	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1
OG0023904	0	2	1	0	1	1	1	1	1	1	0	1	0	1	0	1	2
OG0023905	0	1	1	2	1	0	1	1	0	1	1	2	1	1	1	0	0
OG0023906	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0
OG0023907	0	1	0	0	0	1	1	1	2	1	1	1	1	1	1	1	1
OG0023908	0	2	0	0	0	1	1	1	2	0	1	2	1	1	1	1	0
OG0023909	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
OG0023910	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1
OG0023911	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
OG0023912	0	3	0	0	1	0	1	2	0	2	0	1	1	1	1	1	0
OG0023913	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
OG0023914	0	1	1	1	1	0	1	0	1	1	1	0	1	2	1	0	2
OG0023915	0	1	1	1	1	1	1	1	1	1	1	2	1	0	0	1	0
OG0023916	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
OG0023917	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
OG0023918	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1
OG0023919	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0023920	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1
OG0023921	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1
OG0023922	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1
OG0023923	0	1	1	0	1	2	1	1	1	1	1	0	1	0	1	1	1
OG0023924	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1
OG0023925	0	1	1	0	0	1	1	1	0	1	1	3	1	1	1	1	0
OG0023926	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0
OG0023927	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
OG0023928	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
OG0023929	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1
OG0023930	0	1	1	2	1	1	0	1	1	1	1	1	0	0	1	1	1
OG0023931	0	3	1	1	1	1	0	0	1	0	0	1	1	0	1	1	2
OG0023932	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
OG0023933	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0023934	0	1	1	1	1	1	1	0	1	0	2	1	2	0	1	1	0
OG0023935	0	1	1	2	1	1	1	1	1	1	0	1	0	0	1	1	1
OG0023936	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0
OG0023937	0	1	1	2	0	1	1	1	1	1	1	0	1	1	1	1	0
OG0023938	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1
OG0023939	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0
OG0023940	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
OG0023941	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1
OG0023942	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
OG0023943	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0023944	0	1	1	1	0	1	1	1	1	1	1	0	1	0	2	1	1
OG0023945	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
OG0023946	0	2	1	1	1	0	1	1	0	1	1	1	1	0	1	1	1
OG0023947	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0
OG0023948	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0
OG0023949	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1
OG0023950	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0
OG0023951	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
OG0023952	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1
OG0023953	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0
OG0023954	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0
OG0023955	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1
OG0023956	0	2	1	1	1	0	0	2	0	1	1	0	1	1	1	1	1
OG0023957	0	1	0	0	0	0	1	1	1	1	1	3	1	1	1	1	1
OG0023958	0	1	2	1	1	1	1	1	1	1	1	0	1	0	1	1	0
OG0023959	0	1	0	0	0	2	1	1	2	1	1	0	1	1	1	1	1
OG0023960	0	3	2	1	2	1	1	1	1	0	1	1	0	0	0	0	0
OG0023961	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1
OG0023962	0	2	0	0	0	1	1	1	1	1	1	2	1	0	1	1	1
OG0023963	0	1	0	0	0	1	2	1	1	1	2	0	2	0	1	1	1
OG0023964	0	1	1	4	2	0	0	0	0	1	0	1	1	0	1	1	1
OG0023965	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1
OG0023966	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1
OG0023967	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0
OG0023968	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1
OG0023969	0	1	1	1	1	0	1	1	0	1	1	2	1	1	1	1	0
OG0023970	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
OG0023971	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1
OG0023972	0	1	0	0	1	1	1	1	1	1	0	1	1	1	1	2	1
OG0023973	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1
OG0023974	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1
OG0023975	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1
OG0023976	0	2	3	1	1	0	1	0	0	1	3	0	0	0	1	0	1
OG0023977	0	1	1	1	0	1	1	1	1	0	0	2	1	1	1	2	0
OG0023978	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1
OG0023979	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
OG0023980	0	1	0	1	1	2	1	1	1	0	0	1	1	0	0	1	3
OG0023981	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
OG0023982	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1
OG0023983	0	2	2	0	1	0	2	1	0	1	1	0	1	1	1	1	0
OG0023984	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1
OG0023985	0	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1
OG0023986	0	1	1	2	1	1	1	1	1	0	0	1	1	1	1	1	0
OG0023987	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0
OG0023988	0	4	0	0	0	0	0	1	0	1	2	1	1	2	1	1	0
OG0023989	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0
OG0023990	0	1	1	2	1	0	1	1	0	1	1	1	1	1	1	1	0
OG0023991	0	1	1	3	2	1	0	0	1	1	0	2	0	0	1	0	1
OG0023992	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
OG0023993	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1
OG0023994	0	1	0	1	1	1	2	0	1	0	1	1	1	1	1	1	1
OG0023995	0	2	0	0	1	1	1	1	1	2	1	0	1	1	1	1	0
OG0023996	0	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1
OG0023997	0	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1
OG0023998	0	1	2	2	2	0	1	1	1	1	1	0	1	0	0	1	0
OG0023999	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1
OG0024000	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
OG0024001	0	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1
OG0024002	0	2	1	1	1	1	1	1	1	0	1	0	0	0	1	1	2
OG0024003	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
OG0024004	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0
OG0024005	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1
OG0024006	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0
OG0024007	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
OG0024008	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1
OG0024009	0	2	3	1	2	2	1	0	2	0	0	1	0	0	0	0	0
OG0024010	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1
OG0024011	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
OG0024012	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1
OG0024013	0	2	3	1	2	0	1	1	0	0	0	2	0	0	2	0	0
OG0024014	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0
OG0024015	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1
OG0024016	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0
OG0024017	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1
OG0024018	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1
OG0024019	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
OG0024020	0	1	2	2	1	0	0	0	0	2	1	1	1	0	2	1	0
OG0024021	0	2	0	0	0	1	1	1	1	1	1	2	1	1	1	1	0
OG0024022	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
OG0024023	0	2	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0
OG0024024	0	1	0	0	0	2	2	1	2	0	1	2	1	0	1	1	0
OG0024025	0	1	2	1	1	1	0	0	2	0	1	0	1	1	2	1	0
OG0024026	0	2	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0
OG0024027	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1
OG0024028	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
OG0024029	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1
OG0024030	0	1	1	1	1	1	1	1	0	1	1	2	1	0	1	1	0
OG0024031	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
OG0024032	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
OG0024033	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0
OG0024034	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1
OG0024035	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1
OG0024036	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
OG0024037	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0
OG0024038	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0
OG0024039	0	1	1	2	1	0	1	1	1	1	1	0	1	0	1	1	1
OG0024040	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1
OG0024041	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1
OG0024042	0	2	0	0	0	0	2	1	0	2	1	1	2	1	1	1	0
OG0024043	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1
OG0024044	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
OG0024045	0	1	1	0	1	1	1	1	0	1	1	2	1	1	1	1	0
OG0024046	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1
OG0024047	0	1	2	1	1	1	1	1	1	0	1	1	1	1	0	0	1
OG0024048	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0024049	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0
OG0024050	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1
OG0024051	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
OG0024052	0	1	3	0	1	1	1	1	1	1	1	0	2	0	0	1	0
OG0024053	0	2	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0
OG0024054	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
